Nodos AristasExistentes Tiempo
50 300 39118
50 300 39222
50 300 39750
50 300 39323
50 300 134908
50 300 45189
50 300 43208
50 300 42584
50 300 42732
50 300 42810
50 300 39069
50 300 39494
50 300 39701
50 300 39394
50 300 39403
50 300 39324
50 300 39155
50 300 39497
50 300 38977
50 300 39464
50 300 41389
50 300 39334
50 300 39515
50 300 39350
50 300 39201
50 300 39161
50 300 39528
50 300 39532
50 300 39382
50 300 39712
50 300 39460
50 300 39292
50 300 39602
50 300 50091
50 300 39435
50 300 39513
50 300 39700
50 300 150593
50 300 39562
50 300 29736
50 300 40282
50 300 39451
50 300 39346
50 300 39308
50 300 39495
50 300 39009
50 350 52619
50 350 42087
50 350 33781
50 350 46115
50 350 100209
50 350 42482
50 350 42178
50 350 42303
50 350 49013
50 350 42592
50 350 42440
50 350 42340
50 350 52268
50 350 70313
50 350 42086
50 350 78257
50 350 42145
50 350 43283
50 350 46205
50 350 141331
50 350 46352
50 350 46318
50 350 46035
50 350 45674
50 350 45914
50 350 45558
50 350 63396
50 350 46026
50 350 46120
50 350 45707
50 350 45957
50 350 46084
50 350 42499
50 350 51216
50 350 44664
50 350 41881
50 350 42046
50 350 54565
50 350 42396
50 350 45852
50 350 46537
50 350 46067
50 350 45887
50 350 45905
50 350 163684
50 350 42383
50 350 77382
50 350 885989
50 350 42310
50 350 42082
50 350 42170
50 350 42057
50 350 42086
50 350 42399
50 350 42191
50 350 42321
50 350 42503
50 350 77910
50 350 42146
50 350 143129
50 350 42625
50 350 42357
50 350 42264
50 350 42097
50 350 43950
50 350 42436
50 350 44041
50 350 42196
50 350 42167
50 350 41707
50 350 79538
50 350 42510
50 350 42340
50 350 42306
50 350 109339
50 350 42813
50 350 42274
50 350 42610
50 350 10691
50 350 73768
50 350 42324
50 350 90119
50 350 42189
50 350 42238
50 350 42329
50 350 42420
50 350 42247
50 350 42186
50 350 42209
50 350 109031
50 350 71252
50 350 42742
50 350 80800
50 350 42561
50 350 41884
50 350 42583
50 350 45533
50 350 41986
50 350 45689
50 350 45966
50 400 49768
50 400 67533
50 400 49671
50 400 12636
50 400 49590
50 400 48752
50 400 67655
50 400 49423
50 400 48768
50 400 49111
50 400 45314
50 400 45151
50 400 45019
50 400 81967
50 400 45151
50 400 56169
50 400 72664
50 400 48997
50 400 129773
50 400 49045
50 400 48589
50 400 45178
50 400 44753
50 400 46999
50 400 46586
50 400 44759
50 400 44772
50 400 67730
50 400 45022
50 400 81091
50 400 45616
50 400 45000
50 400 45257
50 400 45272
50 400 45901
50 400 82181
50 400 45782
50 400 45025
50 400 45177
50 400 48840
50 400 67450
50 400 48989
50 400 48555
50 400 49178
50 400 48688
50 400 49105
50 400 49174
50 400 49145
50 400 49468
50 400 49061
50 400 48902
50 400 48754
50 400 67501
50 400 49138
50 400 48674
50 400 64791
50 400 48727
50 400 48792
50 400 44846
50 400 142591
50 400 45879
50 400 44940
50 400 45022
50 400 44930
50 400 45398
50 400 45723
50 400 45537
50 400 45314
50 400 82033
50 400 45180
50 400 45430
50 400 45011
50 400 45466
50 400 45851
50 400 112462
50 400 82793
50 400 45061
50 400 44936
50 400 45534
50 400 45078
50 400 45319
50 400 44615
50 400 44771
50 400 44826
50 400 81677
50 400 45291
50 400 57748
50 400 44914
50 400 48731
50 400 908955
50 400 49185
50 400 67940
50 400 49064
50 400 48834
50 400 49136
50 400 45128
50 400 45305
50 400 44937
50 400 80897
50 400 45231
50 450 49269
50 450 48218
50 450 50004
50 450 48708
50 450 48066
50 450 47667
50 450 48654
50 450 48315
50 450 48104
50 450 48103
50 450 47847
50 450 50148
50 450 48154
50 450 136006
50 450 48161
50 450 51917
50 450 51745
50 450 51868
50 450 52045
50 450 52785
50 450 52067
50 450 51788
50 450 52175
50 450 51869
50 450 69277
50 450 52096
50 450 126160
50 450 63474
50 450 58257
50 450 48051
50 450 48016
50 450 48854
50 450 84751
50 450 48249
50 450 48189
50 450 48149
50 450 58819
50 450 61215
50 450 163162
50 450 59008
50 450 52485
50 450 52082
50 450 70810
50 450 52243
